Chr	bin	name	strand	Start	End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames	ID	i.Start	i.End	Frequency	n_Sample	0	1	2	3	4	5	Type	Length	Check_gene
20	924	NM_006227	-	44527260	44540794	44527579	44540091	16	44527260,44528100,44528260,44528474,44530905,44531078,44533438,44533580,44534906,44536330,44536479,44538154,44538580,44539790,44539991,44540717,	44527702,44528177,44528324,44528517,44530973,44531243,44533498,44533757,44534998,44536394,44536543,44538310,44538709,44539890,44540102,44540794,	0	PLTP	cmpl	cmpl	0,1,0,2,0,0,0,0,1,0,2,2,2,1,0,-1,	CNVR_148	44443778	44534007	734	367			731	3			Gain	90230	Has_gene
20	115	NM_021248	-	44802377	44937137	44803144	44879933	12	44802377,44806584,44815226,44815464,44828061,44838945,44841633,44845464,44856146,44869601,44879678,44936893,	44803716,44806836,44815344,44815586,44828198,44839199,44841827,44845632,44856266,44869896,44880332,44937137,	0	CDH22	cmpl	cmpl	1,1,0,1,2,0,1,1,1,0,0,-1,	CNVR_149	44803627	44807086	367	367		1	366				Loss	3460	Has_gene
20	115	NM_021248	-	44802377	44937137	44803144	44879933	12	44802377,44806584,44815226,44815464,44828061,44838945,44841633,44845464,44856146,44869601,44879678,44936893,	44803716,44806836,44815344,44815586,44828198,44839199,44841827,44845632,44856266,44869896,44880332,44937137,	0	CDH22	cmpl	cmpl	1,1,0,1,2,0,1,1,1,0,0,-1,	CNVR_150	44838695	44839449	734	367	15		719				Loss	755	Has_gene
20	928	NR_045983	-	45085131	45086282	45086282	45086282	1	45085131,	45086282,	0	ZNF663P	unk	unk	-1,	CNVR_151	45084881	45094047	734	367		3	731				Loss	9167	Has_gene
20	929	NR_026640	-	45092298	45093931	45093931	45093931	1	45092298,	45093931,	0	MKRN7P	unk	unk	-1,	CNVR_151	45084881	45094047	734	367		3	731				Loss	9167	Has_gene
20	929	NM_018102	-	45128268	45142211	45129934	45140741	5	45128268,45132852,45133252,45140720,45142048,	45131736,45132945,45133379,45140779,45142211,	0	ZNF334	cmpl	cmpl	1,1,0,0,-1,	CNVR_152	45129518	45133101	734	367		5	729				Loss	3584	Has_gene
20	116	NM_001281773	-	45837858	45985633	45839405	45976624	24	45837858,45841286,45848908,45849964,45852969,45855945,45858471,45865069,45867501,45874751,45878030,45891031,45905057,45910845,45912314,45915972,45918930,45920539,45923409,45927472,45938799,45976599,45984193,45985400,	45839542,45841370,45848975,45850125,45853209,45856024,45858552,45865260,45867882,45875261,45878183,45891172,45905539,45910961,45912392,45916028,45919018,45920632,45923523,45927691,45938948,45976670,45984264,45985633,	0	ZMYND8	cmpl	cmpl	1,1,0,1,1,0,0,1,1,1,1,1,2,0,0,1,0,0,0,0,1,0,-1,-1,	CNVR_153	45839608	45841535	367	367		2	365				Loss	1928	Has_gene
20	116	NM_001281773	-	45837858	45985633	45839405	45976624	24	45837858,45841286,45848908,45849964,45852969,45855945,45858471,45865069,45867501,45874751,45878030,45891031,45905057,45910845,45912314,45915972,45918930,45920539,45923409,45927472,45938799,45976599,45984193,45985400,	45839542,45841370,45848975,45850125,45853209,45856024,45858552,45865260,45867882,45875261,45878183,45891172,45905539,45910961,45912392,45916028,45919018,45920632,45923523,45927691,45938948,45976670,45984264,45985633,	0	ZMYND8	cmpl	cmpl	1,1,0,1,1,0,0,1,1,1,1,1,2,0,0,1,0,0,0,0,1,0,-1,-1,	CNVR_154	45867251	45868132	367	367		1	366				Loss	882	Has_gene
20	116	NM_001281773	-	45837858	45985633	45839405	45976624	24	45837858,45841286,45848908,45849964,45852969,45855945,45858471,45865069,45867501,45874751,45878030,45891031,45905057,45910845,45912314,45915972,45918930,45920539,45923409,45927472,45938799,45976599,45984193,45985400,	45839542,45841370,45848975,45850125,45853209,45856024,45858552,45865260,45867882,45875261,45878183,45891172,45905539,45910961,45912392,45916028,45919018,45920632,45923523,45927691,45938948,45976670,45984264,45985633,	0	ZMYND8	cmpl	cmpl	1,1,0,1,1,0,0,1,1,1,1,1,2,0,0,1,0,0,0,0,1,0,-1,-1,	CNVR_155	45927119	45927941	367	367			366	1			Gain	823	Has_gene
20	116	NM_001281773	-	45837858	45985633	45839405	45976624	24	45837858,45841286,45848908,45849964,45852969,45855945,45858471,45865069,45867501,45874751,45878030,45891031,45905057,45910845,45912314,45915972,45918930,45920539,45923409,45927472,45938799,45976599,45984193,45985400,	45839542,45841370,45848975,45850125,45853209,45856024,45858552,45865260,45867882,45875261,45878183,45891172,45905539,45910961,45912392,45916028,45919018,45920632,45923523,45927691,45938948,45976670,45984264,45985633,	0	ZMYND8	cmpl	cmpl	1,1,0,1,1,0,0,1,1,1,1,1,2,0,0,1,0,0,0,0,1,0,-1,-1,	CNVR_156	45947495	45947994	367	367	9		358				Loss	500	Has_gene
20	935	NR_024594	+	45947245	45949498	45949498	45949498	1	45947245,	45949498,	0	LOC100131496	unk	unk	-1,	CNVR_156	45947495	45947994	367	367	9		358				Loss	500	Has_gene
20	14	NM_006534	+	46130630	46285614	46250991	46282161	23	46130630,46211926,46250972,46252654,46254124,46255745,46256304,46256665,46262239,46262791,46264065,46264634,46266391,46267751,46268320,46268668,46270956,46275816,46277748,46279725,46281149,46281674,46282149,	46130763,46212005,46251074,46252827,46254225,46255920,46256493,46256767,46262380,46262939,46264457,46265506,46266527,46267946,46268566,46268795,46271128,46276110,46277841,46280020,46281324,46281816,46285614,	0	NCOA3	cmpl	cmpl	-1,-1,0,2,1,0,1,1,1,1,2,1,0,1,1,1,2,0,0,0,1,2,0,	CNVR_157	46252404	46263189	367	367		1	366				Loss	10786	Has_gene
20	14	NM_006534	+	46130630	46285614	46250991	46282161	23	46130630,46211926,46250972,46252654,46254124,46255745,46256304,46256665,46262239,46262791,46264065,46264634,46266391,46267751,46268320,46268668,46270956,46275816,46277748,46279725,46281149,46281674,46282149,	46130763,46212005,46251074,46252827,46254225,46255920,46256493,46256767,46262380,46262939,46264457,46265506,46266527,46267946,46268566,46268795,46271128,46276110,46277841,46280020,46281324,46281816,46285614,	0	NCOA3	cmpl	cmpl	-1,-1,0,2,1,0,1,1,1,1,2,1,0,1,1,1,2,0,0,0,1,2,0,	CNVR_158	46265546	46268133	734	367		3	731				Loss	2588	Has_gene
20	118	NM_006420	+	47538247	47653230	47538426	47649736	39	47538247,47557735,47558400,47567859,47569241,47570092,47580366,47582408,47585683,47587656,47588862,47589681,47591302,47592552,47601265,47601944,47604840,47605027,47605821,47606092,47607576,47610987,47612319,47614729,47614872,47621606,47626768,47628460,47630100,47630367,47632816,47633785,47634032,47635420,47639587,47641849,47645066,47648585,47649559,	47538547,47557766,47558524,47568006,47569421,47570327,47580435,47582560,47585814,47587891,47588962,47589821,47591411,47592736,47601377,47602150,47604925,47605199,47605973,47606221,47607735,47611135,47612419,47614770,47615042,47621758,47626941,47628621,47630231,47630497,47632952,47633924,47634087,47635535,47639718,47642018,47645205,47648703,47653230,	0	ARFGEF2	cmpl	cmpl	0,1,2,0,0,0,1,1,0,2,0,1,0,1,2,0,2,0,1,0,0,0,1,2,1,0,2,1,0,2,0,1,2,0,1,0,1,2,0,	CNVR_159	47538497	47538797	367	367	2		365				Loss	301	Has_gene
20	118	NM_006420	+	47538247	47653230	47538426	47649736	39	47538247,47557735,47558400,47567859,47569241,47570092,47580366,47582408,47585683,47587656,47588862,47589681,47591302,47592552,47601265,47601944,47604840,47605027,47605821,47606092,47607576,47610987,47612319,47614729,47614872,47621606,47626768,47628460,47630100,47630367,47632816,47633785,47634032,47635420,47639587,47641849,47645066,47648585,47649559,	47538547,47557766,47558524,47568006,47569421,47570327,47580435,47582560,47585814,47587891,47588962,47589821,47591411,47592736,47601377,47602150,47604925,47605199,47605973,47606221,47607735,47611135,47612419,47614770,47615042,47621758,47626941,47628621,47630231,47630497,47632952,47633924,47634087,47635535,47639718,47642018,47645205,47648703,47653230,	0	ARFGEF2	cmpl	cmpl	0,1,2,0,0,0,1,1,0,2,0,1,0,1,2,0,2,0,1,0,0,0,1,2,1,0,2,1,0,2,0,1,2,0,1,0,1,2,0,	CNVR_160	47604977	47605449	367	367		5	362				Loss	473	Has_gene
20	118	NM_006420	+	47538247	47653230	47538426	47649736	39	47538247,47557735,47558400,47567859,47569241,47570092,47580366,47582408,47585683,47587656,47588862,47589681,47591302,47592552,47601265,47601944,47604840,47605027,47605821,47606092,47607576,47610987,47612319,47614729,47614872,47621606,47626768,47628460,47630100,47630367,47632816,47633785,47634032,47635420,47639587,47641849,47645066,47648585,47649559,	47538547,47557766,47558524,47568006,47569421,47570327,47580435,47582560,47585814,47587891,47588962,47589821,47591411,47592736,47601377,47602150,47604925,47605199,47605973,47606221,47607735,47611135,47612419,47614770,47615042,47621758,47626941,47628621,47630231,47630497,47632952,47633924,47634087,47635535,47639718,47642018,47645205,47648703,47653230,	0	ARFGEF2	cmpl	cmpl	0,1,2,0,0,0,1,1,0,2,0,1,0,1,2,0,2,0,1,0,0,0,1,2,1,0,2,1,0,2,0,1,2,0,1,0,1,2,0,	CNVR_161	47632566	47634337	367	367		1	366				Loss	1772	Has_gene
20	118	NM_006420	+	47538247	47653230	47538426	47649736	39	47538247,47557735,47558400,47567859,47569241,47570092,47580366,47582408,47585683,47587656,47588862,47589681,47591302,47592552,47601265,47601944,47604840,47605027,47605821,47606092,47607576,47610987,47612319,47614729,47614872,47621606,47626768,47628460,47630100,47630367,47632816,47633785,47634032,47635420,47639587,47641849,47645066,47648585,47649559,	47538547,47557766,47558524,47568006,47569421,47570327,47580435,47582560,47585814,47587891,47588962,47589821,47591411,47592736,47601377,47602150,47604925,47605199,47605973,47606221,47607735,47611135,47612419,47614770,47615042,47621758,47626941,47628621,47630231,47630497,47632952,47633924,47634087,47635535,47639718,47642018,47645205,47648703,47653230,	0	ARFGEF2	cmpl	cmpl	0,1,2,0,0,0,1,1,0,2,0,1,0,1,2,0,2,0,1,0,0,0,1,2,1,0,2,1,0,2,0,1,2,0,1,0,1,2,0,	CNVR_162	47644816	47711750	2202	367		16	2186				Loss	66935	Has_gene
20	948	NR_110624	-	47656999	47662593	47662593	47662593	3	47656999,47659686,47662396,	47657147,47659909,47662593,	0	CSE1L-AS1	unk	unk	-1,-1,-1,	CNVR_162	47644816	47711750	2202	367		16	2186				Loss	66935	Has_gene
20	118	NR_045796	+	47662782	47713497	47713497	47713497	22	47662782,47674989,47679738,47685346,47686741,47688822,47689104,47691321,47691854,47693516,47695097,47700562,47701819,47704545,47705783,47706074,47707278,47707473,47708582,47710676,47711268,47712885,	47662960,47675085,47679830,47685359,47686834,47688990,47689234,47691387,47692057,47693601,47695159,47700699,47701923,47704643,47705934,47706283,47707376,47707559,47708664,47710823,47711500,47713497,	0	CSE1L	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,	CNVR_162	47644816	47711750	2202	367		16	2186				Loss	66935	Has_gene
20	119	NM_001260491	+	48429249	48508779	48429459	48504473	16	48429249,48431544,48439597,48456077,48461572,48466115,48467298,48471974,48479465,48481275,48491241,48494517,48497460,48500382,48503288,48504365,	48429485,48431726,48439678,48456136,48461656,48466217,48467381,48472118,48479604,48481381,48491358,48494600,48497572,48500603,48503435,48508779,	0	SLC9A8	cmpl	cmpl	0,2,1,1,0,0,0,2,2,0,1,1,0,1,0,0,	CNVR_163	48494267	48494766	367	367		1	366				Loss	500	Has_gene
20	956	NM_001257396	-	48697660	48729687	48699304	48729665	3	48697660,48713208,48729643,	48699451,48713357,48729687,	0	UBE2V1	cmpl	cmpl	0,1,0,	CNVR_164	48698410	48732744	367	367		1	366				Loss	34335	Has_gene
20	119	NM_199203	-	48697660	48770260	48699304	48770174	8	48697660,48700665,48713208,48744511,48746082,48747392,48760038,48770053,	48699451,48700791,48713357,48744724,48746227,48747484,48760158,48770260,	0	PEDS1-UBE2V1	cmpl	cmpl	0,0,1,1,0,1,1,0,	CNVR_164	48698410	48732744	367	367		1	366				Loss	34335	Has_gene
20	14	NM_001290268	-	49202644	49308079	49203768	49307665	22	49202644,49204338,49206222,49208880,49209571,49211089,49211905,49212676,49214116,49218608,49221181,49224925,49225149,49225448,49225829,49226109,49227389,49227717,49232538,49236522,49247274,49307662,	49203869,49204429,49206306,49209083,49209733,49211251,49212041,49212800,49214247,49219181,49221311,49225071,49225275,49225492,49225893,49226259,49227443,49227741,49232617,49236669,49247393,49308079,	0	RIPOR3	cmpl	cmpl	1,0,0,1,1,1,0,2,0,0,2,0,0,1,0,0,0,0,2,2,0,0,	CNVR_165	49203531	49212925	14313	367	2786		11527				Loss	9395	Has_gene
20	961	NM_032521	+	49348116	49370278	49348323	49367025	3	49348116,49354393,49366195,	49348389,49354616,49370278,	0	PARD6B	cmpl	cmpl	0,0,1,	CNVR_166	49354143	49354866	367	367		1	366				Loss	724	Has_gene
20	120	NM_181442	-	49505454	49547974	49507941	49520533	4	49505454,49518553,49520425,49547362,	49511049,49518646,49520538,49547974,	0	ADNP	cmpl	cmpl	0,0,0,-1,	CNVR_167	49520175	49577227	1468	367		6	1460	2			Mixed	57053	Has_gene
20	963	NR_110007	+	49547520	49561671	49561671	49561671	4	49547520,49547911,49550260,49560893,	49547591,49547986,49550364,49561671,	0	ADNP-AS1	unk	unk	-1,-1,-1,-1,	CNVR_167	49520175	49577227	1468	367		6	1460	2			Mixed	57053	Has_gene
20	963	NM_001317036	-	49551391	49575101	49551668	49575060	8	49551391,49552684,49558567,49562273,49562383,49565165,49571722,49574899,	49551773,49552799,49558663,49562299,49562460,49565199,49571822,49575101,	0	DPM1	cmpl	cmpl	0,2,2,0,1,0,2,0,	CNVR_167	49520175	49577227	1468	367		6	1460	2			Mixed	57053	Has_gene
20	963	NM_014484	+	49575354	49580466	49575379	49576762	1	49575354,	49580466,	0	MOCS3	cmpl	cmpl	0,	CNVR_167	49520175	49577227	1468	367		6	1460	2			Mixed	57053	Has_gene
20	963	NM_002237	-	49620192	49639644	49620575	49626875	3	49620192,49626101,49639406,	49621343,49626901,49639644,	0	KCNG1	cmpl	cmpl	0,0,-1,	CNVR_168	49626851	49627151	367	367	9		358				Loss	301	Has_gene
20																CNVR_169	51589646	51590122	367	367	1		366				Loss	477	Non_gene
20	983	NM_001385034	-	52183609	52210378	52185654	52199365	5	52183609,52192265,52194872,52197999,52210294,	52185803,52193819,52194989,52199707,52210378,	0	ZNF217	cmpl	cmpl	1,1,1,0,-1,	CNVR_170	52194622	52195121	367	367		1	366				Loss	500	Has_gene
20	985	NR_002189	-	52491039	52492248	52492248	52492248	1	52491039,	52492248,	0	SUMO1P1	unk	unk	-1,	CNVR_171	52491289	52492288	367	367		5	362				Loss	1000	Has_gene
20	986	NM_001366298	-	52560076	52687133	52561460	52675257	13	52560076,52569970,52573970,52583444,52591927,52601825,52609050,52611550,52612430,52644930,52674623,52675185,52686971,	52561535,52570234,52574036,52583612,52591969,52602038,52609185,52611595,52612589,52645511,52674693,52675262,52687133,	0	BCAS1	cmpl	cmpl	0,0,0,0,0,0,0,0,0,1,0,0,-1,	CNVR_172	52569720	52570484	367	367			366			1	Gain	765	Has_gene
20	988	NM_002623	+	52824625	52836500	52824639	52835689	4	52824625,52830889,52831838,52835557,	52824663,52830997,52831979,52836500,	0	PFDN4	cmpl	cmpl	0,0,0,0,	CNVR_173	52830639	52835806	734	367		3	731				Loss	5168	Has_gene
20	1004	NM_001323303	-	54944445	54967271	54945213	54963253	10	54944445,54945540,54948463,54956488,54958040,54959325,54961312,54963211,54965611,54966998,	54945396,54945715,54948612,54956627,54958232,54959380,54961589,54963258,54965721,54967271,	0	AURKA	cmpl	cmpl	0,2,0,2,2,1,0,0,-1,-1,	CNVR_174	54944694	54959574	367	367		1	366				Loss	14881	Has_gene
20	1004	NM_001164116	+	54987091	55035437	54987514	55033803	7	54987091,54987392,55012219,55020955,55025654,55026874,55033395,	54987270,54987550,55012642,55021057,55025735,55028185,55035437,	0	CASS4	cmpl	cmpl	-1,0,0,0,0,0,0,	CNVR_175	55034145	55035144	367	367		3	364				Loss	1000	Has_gene
20	1005	NM_080615	-	55066547	55100981	55066612	55072664	7	55066547,55070257,55071694,55079110,55088851,55089140,55100838,	55066839,55070353,55072724,55079350,55088893,55089361,55100981,	0	GCNT7	cmpl	cmpl	1,1,0,-1,-1,-1,-1,	CNVR_176	55099534	55100363	367	367		1	366				Loss	830	Has_gene
20	1005	NM_001012971	+	55099799	55101208	55099864	55101126	2	55099799,55100859,	55100113,55101208,	0	FAM209A	cmpl	cmpl	0,0,	CNVR_176	55099534	55100363	367	367		1	366				Loss	830	Has_gene
20	1011	NM_198265	+	55904858	55919049	55904923	55918516	12	55904858,55908243,55908742,55909042,55909805,55910474,55910853,55913331,55914044,55915157,55917784,55918396,	55905054,55908332,55908809,55909151,55909892,55910511,55910963,55913431,55914082,55915234,55917896,55919049,	0	SPO11	cmpl	cmpl	0,2,1,2,0,0,1,0,1,0,2,0,	CNVR_177	55906638	55930122	2202	367		23	2179				Loss	23485	Has_gene
20	1011	NM_001015885	+	55926617	55953519	55929094	55953155	12	55926617,55929087,55929767,55931501,55940411,55941862,55942063,55943760,55948530,55948718,55949662,55953068,	55926975,55929184,55929872,55931594,55940498,55941949,55942135,55943868,55948637,55948794,55949857,55953519,	0	RAE1	cmpl	cmpl	-1,0,0,0,0,0,0,0,0,2,0,0,	CNVR_177	55906638	55930122	2202	367		23	2179				Loss	23485	Has_gene
20	1017	NM_178456	+	56725957	56736206	56726020	56735878	4	56725957,56728599,56730523,56735716,	56726088,56728681,56730625,56736206,	0	C20orf85	cmpl	cmpl	0,2,0,0,	CNVR_178	56735966	56803528	1468	367	97		1362			9	Loss	67563	Has_gene
20	1018	NM_001304369	-	56791181	56803709	56793550	56803709	4	56791181,56796393,56798107,56803279,	56793861,56796559,56798238,56803709,	0	ANKRD60	cmpl	cmpl	1,0,1,0,	CNVR_178	56735966	56803528	1468	367	97		1362			9	Loss	67563	Has_gene
20	127	NR_036633	+	56964284	57026156	57026156	57026156	4	56964284,56993266,57015962,57019132,	56964573,56993419,57016139,57026156,	0	VAPB	unk	unk	-1,-1,-1,-1,	CNVR_179	57009407	57014249	367	367		1	366				Loss	4843	Has_gene
20	127	NR_037945	+	57226308	57290900	57290900	57290900	23	57226308,57234678,57242545,57243042,57244346,57245567,57246209,57248686,57266089,57266460,57266779,57268792,57269477,57273739,57274252,57276071,57280553,57282178,57287534,57288475,57288972,57289615,57290223,	57227194,57234690,57242653,57243183,57244509,57245659,57246353,57248767,57266283,57266618,57266836,57268978,57269648,57273829,57274334,57276214,57280625,57282256,57287635,57288599,57289149,57289726,57290900,	0	STX16-NPEPL1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,	CNVR_180	57275821	57288724	367	367		1	366				Loss	12904	Has_gene
20	127	NM_024663	+	57267855	57290900	57267956	57290382	12	57267855,57268792,57269477,57273739,57274252,57276071,57282178,57287534,57288475,57288972,57289615,57290223,	57268106,57268978,57269648,57273829,57274334,57276214,57282256,57287635,57288599,57289149,57289726,57290900,	0	NPEPL1	cmpl	cmpl	0,0,0,0,0,1,0,0,2,0,0,0,	CNVR_180	57275821	57288724	367	367		1	366				Loss	12904	Has_gene
20	128	NM_001384354	+	57698442	57834167	57766074	57829798	8	57698442,57721285,57734706,57766038,57770923,57781959,57828032,57828952,	57698560,57721429,57735950,57769812,57771060,57782111,57828193,57834167,	0	ZNF831	cmpl	cmpl	-1,-1,-1,0,0,2,1,0,	CNVR_181	57767824	57771172	367	367			366	1			Gain	3349	Has_gene
20	128	NM_001281507	+	58203663	58422766	58318166	58422185	13	58203663,58318161,58322812,58330236,58342240,58348333,58349297,58381095,58411559,58415423,58416449,58420243,58422169,	58203871,58318323,58322890,58330419,58342450,58348508,58349545,58381249,58411615,58415485,58416590,58420320,58422766,	0	PHACTR3	cmpl	cmpl	-1,0,1,1,1,1,2,1,2,1,0,0,2,	CNVR_182	58421919	58514966	8441	367		100	8297	44			Mixed	93048	Has_gene
20	128	NM_014258	-	58438626	58508692	58439365	58497468	45	58438626,58440442,58440627,58440861,58441347,58441549,58442765,58443467,58443889,58444852,58448910,58450325,58452439,58453062,58455357,58456020,58456491,58456999,58457149,58460982,58461761,58467044,58467622,58468196,58468578,58470491,58471483,58475192,58475798,58476716,58482418,58486804,58487427,58489029,58489163,58490219,58490519,58491540,58494212,58494547,58495413,58496364,58497444,58507116,58508623,	58439443,58440499,58440706,58440920,58441447,58441644,58442902,58443623,58443980,58445038,58449116,58450524,58452610,58453100,58455526,58456078,58456547,58457057,58457220,58461019,58461889,58467481,58467756,58468254,58468648,58470652,58471583,58475339,58475873,58476865,58482479,58486900,58487473,58489082,58489306,58490254,58490605,58491626,58494237,58494652,58495542,58496508,58497514,58507209,58508692,	0	SYCP2	cmpl	cmpl	0,0,2,0,2,0,1,1,0,0,1,0,0,1,0,2,0,2,0,2,0,1,2,1,0,1,0,0,0,1,0,0,2,0,1,2,0,1,0,0,0,0,0,-1,-1,	CNVR_182	58421919	58514966	8441	367		100	8297	44			Mixed	93048	Has_gene
20	1031	NM_006242	-	58511717	58515360	58514086	58514986	1	58511717,	58515360,	0	PPP1R3D	cmpl	cmpl	0,	CNVR_182	58421919	58514966	8441	367		100	8297	44			Mixed	93048	Has_gene
20	130	NM_003185	-	60549853	60640866	60551223	60640866	15	60549853,60572605,60573191,60574038,60575179,60575607,60578215,60578786,60581565,60582602,60584107,60585101,60587870,60589602,60639506,	60551391,60572725,60573248,60574164,60575310,60575777,60578330,60578934,60581814,60582692,60584230,60585221,60587990,60589763,60640866,	0	TAF4	cmpl	cmpl	0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,	CNVR_183	60578465	60581814	734	367		7	727				Loss	3350	Has_gene
20	1048	NM_144703	+	60697530	60710428	60697722	60708517	9	60697530,60699672,60701359,60704840,60705274,60705585,60706411,60708345,60709218,	60697849,60699836,60701495,60705008,60705352,60705747,60706562,60708531,60710428,	0	LSM14B	cmpl	cmpl	0,1,0,1,1,1,1,2,-1,	CNVR_184	60706161	60712212	734	367		3	731				Loss	6052	Has_gene
20	1048	NM_002792	-	60711788	60718450	60711912	60718359	7	60711788,60712419,60713226,60714130,60714836,60715873,60718263,	60712005,60712482,60713346,60714253,60714961,60716000,60718450,	0	PSMA7	cmpl	cmpl	0,0,0,0,1,0,0,	CNVR_184	60706161	60712212	734	367		3	731				Loss	6052	Has_gene
20	1048	NM_001301778	+	60718824	60757570	60737824	60754264	12	60718824,60729336,60733727,60734932,60736571,60737807,60738513,60739200,60740477,60747737,60749572,60754237,	60718945,60729521,60733804,60735017,60736636,60737987,60738678,60739302,60740570,60747857,60749700,60757570,	0	SS18L1	cmpl	cmpl	-1,-1,-1,-1,-1,0,1,1,1,1,1,0,	CNVR_185	60733977	60740726	1468	367	16	19	1433				Loss	6750	Has_gene
20	16	NR_033263	-	60753212	61148768	61148768	61148768	8	60753212,61141440,61142426,61142912,61144754,61145033,61145518,61148632,	60753268,61141970,61142574,61144065,61144909,61145207,61145668,61148768,	0	MIR1-1HG-AS1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,	CNVR_186	60882176	60899023	6973	367		14	6766	193			Mixed	16848	Has_gene
20	1049	NM_007002	+	60878052	60883918	60878624	60883817	10	60878052,60878623,60879516,60881252,60881703,60882426,60882651,60883076,60883423,60883710,	60878105,60878837,60879633,60881376,60881790,60882508,60882884,60883234,60883526,60883918,	0	ADRM1	cmpl	cmpl	-1,0,0,0,1,1,2,1,0,1,	CNVR_186	60882176	60899023	6973	367		14	6766	193			Mixed	16848	Has_gene
20	1049	NM_005560	-	60884120	60942368	60884391	60942301	80	60884120,60884771,60885043,60885233,60885474,60885720,60885957,60886217,60886456,60886669,60886975,60887228,60887455,60887687,60887943,60888143,60888382,60888704,60889359,60889610,60889854,60890083,60891003,60891726,60891937,60892400,60892717,60893509,60893898,60894739,60895614,60895794,60897074,60897324,60897713,60898511,60898831,60899135,60899496,60900371,60901732,60901920,60902288,60902584,60902921,60903296,60903899,60904193,60904832,60905543,60905798,60906087,60907427,60907612,60908145,60908430,60908619,60908956,60909241,60909577,60910076,60910272,60911395,60911789,60912645,60912859,60913071,60913287,60913523,60920873,60921136,60921561,60921737,60921968,60926759,60926964,60927297,60928189,60937455,60942004,	60884531,60884891,60885137,60885367,60885628,60885885,60886150,60886363,60886592,60886840,60887106,60887372,60887588,60887836,60888066,60888306,60888516,60888858,60889496,60889781,60890003,60890263,60891114,60891829,60892079,60892555,60892834,60893706,60894069,60894851,60895725,60895946,60897224,60897505,60897814,60898726,60898912,60899260,60899610,60900602,60901816,60902022,60902462,60902725,60903066,60903501,60904111,60904309,60904972,60905670,60906000,60906185,60907536,60907773,60908299,60908537,60908762,60909095,60909398,60909677,60910182,60910325,60911501,60911842,60912783,60912994,60913206,60913425,60913664,60920933,60921271,60921652,60921856,60922084,60926857,60927135,60927416,60928307,60937608,60942368,	0	LAMA5	cmpl	cmpl	1,1,0,1,0,0,2,0,2,2,0,0,2,0,0,2,0,2,0,0,1,1,1,0,2,0,0,1,1,0,0,1,1,0,1,2,2,0,0,0,0,0,0,0,2,1,2,0,1,0,2,0,2,0,2,0,1,0,2,1,0,1,0,1,1,1,1,1,1,1,1,0,1,2,0,0,1,0,0,0,	CNVR_186	60882176	60899023	6973	367		14	6766	193			Mixed	16848	Has_gene
20	16	NR_033263	-	60753212	61148768	61148768	61148768	8	60753212,61141440,61142426,61142912,61144754,61145033,61145518,61148632,	60753268,61141970,61142574,61144065,61144909,61145207,61145668,61148768,	0	MIR1-1HG-AS1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,	CNVR_187	60904582	60937858	2569	367		43	2484	42			Mixed	33277	Has_gene
20	1049	NM_005560	-	60884120	60942368	60884391	60942301	80	60884120,60884771,60885043,60885233,60885474,60885720,60885957,60886217,60886456,60886669,60886975,60887228,60887455,60887687,60887943,60888143,60888382,60888704,60889359,60889610,60889854,60890083,60891003,60891726,60891937,60892400,60892717,60893509,60893898,60894739,60895614,60895794,60897074,60897324,60897713,60898511,60898831,60899135,60899496,60900371,60901732,60901920,60902288,60902584,60902921,60903296,60903899,60904193,60904832,60905543,60905798,60906087,60907427,60907612,60908145,60908430,60908619,60908956,60909241,60909577,60910076,60910272,60911395,60911789,60912645,60912859,60913071,60913287,60913523,60920873,60921136,60921561,60921737,60921968,60926759,60926964,60927297,60928189,60937455,60942004,	60884531,60884891,60885137,60885367,60885628,60885885,60886150,60886363,60886592,60886840,60887106,60887372,60887588,60887836,60888066,60888306,60888516,60888858,60889496,60889781,60890003,60890263,60891114,60891829,60892079,60892555,60892834,60893706,60894069,60894851,60895725,60895946,60897224,60897505,60897814,60898726,60898912,60899260,60899610,60900602,60901816,60902022,60902462,60902725,60903066,60903501,60904111,60904309,60904972,60905670,60906000,60906185,60907536,60907773,60908299,60908537,60908762,60909095,60909398,60909677,60910182,60910325,60911501,60911842,60912783,60912994,60913206,60913425,60913664,60920933,60921271,60921652,60921856,60922084,60926857,60927135,60927416,60928307,60937608,60942368,	0	LAMA5	cmpl	cmpl	1,1,0,1,0,0,2,0,2,2,0,0,2,0,0,2,0,2,0,0,1,1,1,0,2,0,0,1,1,0,0,1,1,0,1,2,2,0,0,0,0,0,0,0,2,1,2,0,1,0,2,0,2,0,2,0,1,0,2,1,0,1,0,1,1,1,1,1,1,1,1,0,1,2,0,0,1,0,0,0,	CNVR_187	60904582	60937858	2569	367		43	2484	42			Mixed	33277	Has_gene
